

           BASED ON NAD83 (June90 or NMIP94) DATUM           AUG. 6, 1997
         -------------------------------------------
       -  all co-ordinates are in UTM zone 14 unless otherwise stated.
       -  all co-ordinates are NAD83 (June90) unless otherwise stated.
                                                       UTM CO-ORDINATES
       STATION    LOCATION         ZONE  NAD83      EASTING        NORTHING
       7010112      WPG             14   JUNE90    640624.855     5526583.916
       7010113      WPG             14   JUNE90    640956.855     5526653.031
       7010114      WPG             14   JUNE90    627990.084     5527259.957
       7010115      WPG             14   JUNE90    628387.440     5528429.499
       7010116      WPG             14   JUNE90    630926.077     5520029.761
       7010117      WPG             14   JUNE90    630949.316     5520061.360
       7010118      WPG             14   JUNE90    630951.163     5519984.398
       7010119      WPG             14   JUNE90    630931.834     5519997.911
       7010120      WPG             14   JUNE90    630060.712     5518970.302
       7010121      WPG             14   JUNE90    630979.724     5520652.362
       7010122      WPG             14   JUNE90    630938.848     5520489.686
       7010123      WPG             14   JUNE90    630896.253     5521119.140
       7010124      WPG             14   JUNE90    630007.856     5520344.001
       7010125      WPG             14   JUNE90    629867.953     5520552.122
       7010126      WPG             14   JUNE90    629349.267     5520260.323
       7010127      WPG             14   JUNE90    629346.841     5520264.704
       7010128      WPG             14   JUNE90    630553.856     5519984.710
       7010129      WPG             14   JUNE90    630560.155     5519865.482
       7010130      WPG             14   JUNE90    630531.918     5519984.207
       7010131      WPG             14   JUNE90    630538.483     5519859.232
       7010132      WPG             14   JUNE90    630555.982     5520020.773
       7010133      WPG             14   JUNE90    630203.336     5519948.130
       7010134      WPG             14   JUNE90    630184.107     5519937.439
       7010135      WPG             14   JUNE90    630196.198     5519969.263
       7010136      WPG             14   JUNE90    629774.749     5519741.301
       7010137      WPG             14   JUNE90    629790.162     5519713.264
       7010138      WPG             14   JUNE90    628858.440     5518975.190
       7010139      WPG             14   JUNE90    628910.852     5519004.434
       7010140      WPG             14   JUNE90    628814.704     5518991.868
       7010141      WPG             14   JUNE90    628628.166     5519073.883
       7010142      WPG             14   JUNE90    628621.153     5519050.966
       7010143      WPG             14   JUNE90    628413.913     5519139.372
       7010144      WPG             14   JUNE90    628406.857     5519116.427
       7010145      WPG             14   JUNE90    628129.674     5518621.604
       7010146      WPG             14   JUNE90    628102.915     5518475.295
       7010147      WPG             14   JUNE90    628133.158     5518472.032
       7010148      WPG             14   JUNE90    628083.916     5519280.780
       7010149      WPG             14   JUNE90    628113.999     5519281.793
       7010150      WPG             14   JUNE90    628119.059     5519068.719
       7010151      WPG             14   JUNE90    628108.392     5519581.437
       7010152      WPG             14   JUNE90    628079.441     5519511.599
       7010153      WPG             14   JUNE90    628763.345     5519945.181
       7010154      WPG             14   JUNE90    628599.808     5519852.528
       7010155      WPG             14   JUNE90    630785.869     5537481.782
       7010156      WPG             14   JUNE90    631037.914     5537518.009
       7010157      WPG             14   JUNE90    634306.413     5539245.622
       7010158      WPG             14   JUNE90    634172.956     5539271.193
       7010159      WPG             14   JUNE90    634040.601     5538675.221
       7010160      WPG             14   JUNE90    633873.841     5538241.345
       7010161      WPG             14   JUNE90    634014.841     5538692.107
       7010162      WPG             14   JUNE90    633915.992     5538331.874
       7010163      WPG             14   JUNE90    633856.474     5537585.589
       7010164      WPG             14   JUNE90    633414.982     5537210.282
       7010165      WPG             14   JUNE90    632973.937     5536459.041
       7010166      WPG             14   JUNE90    631792.625     5539066.431
       7010167      WPG             14   JUNE90    632264.704     5539199.055
       7010168      WPG             14   JUNE90    632267.790     5539077.223
       7010169      WPG             14   JUNE90    632255.294     5539557.531
       7010170      WPG             14   JUNE90    632657.021     5539605.917
       7010171      WPG             14   JUNE90    632657.970     5539567.170
       7010172      WPG             14   JUNE90    632657.608     5539581.501
       7010173      WPG             14   JUNE90    633243.857     5539221.411
       7010174      WPG             14   JUNE90    633423.686     5539103.620
       7010175      WPG             14   JUNE90    634290.460     5538535.551
       7010176      WPG             14   JUNE90    634307.274     5538524.518
       7010177      WPG             14   JUNE90    634705.345     5539132.802
       7010178      WPG             14   JUNE90    635333.077     5538160.694
       7010179      WPG             14   JUNE90    631845.058     5538654.385
       7010180      WPG             14   JUNE90    631848.357     5538520.451
       7010181      WPG             14   JUNE90    631855.494     5538228.757
       7010182      WPG             14   JUNE90    631822.696     5538338.191
       7010183      WPG             14   JUNE90    632417.651     5515228.476
       7010184      WPG             14   JUNE90    632511.355     5514822.548
       7010185      WPG             14   JUNE90    632711.117     5514936.792
       7010186      WPG             14   JUNE90    628616.357     5534142.620
       7010187      WPG             14   JUNE90    626973.457     5534834.956
       7010188      WPG             14   JUNE90    626972.884     5534859.387
       7010189      WPG             14   JUNE90    627011.010     5534949.538
       7010190      WPG             14   JUNE90    626970.792     5534948.617
       7010191      WPG             14   JUNE90    626992.260     5535757.082
       7010192      WPG             14   JUNE90    626952.051     5535756.237
       7010193      WPG             14   JUNE90    627798.052     5535774.059
       7010194      WPG             14   JUNE90    627777.323     5536607.457
       7010195      WPG             14   JUNE90    626931.715     5536589.408
       7010196      WPG             14   JUNE90    627757.879     5537412.140
       7010197      WPG             14   JUNE90    626912.183     5537392.814
       7010198      WPG             14   JUNE90    626865.742     5537421.916
       7010199      WPG             14   JUNE90    622322.566     5519001.348
       7010200      WPG             14   JUNE90    622328.139     5518800.924
       7010201      WPG             14   JUNE90    622170.672     5518795.779
       7010202      WPG             14   JUNE90    622223.150     5520058.155
       7010203      WPG             14   JUNE90    622225.436     5520108.489
       7010204      WPG             14   JUNE90    622275.200     5521306.954
       7010205      WPG             14   JUNE90    621562.675     5520766.919
       7010206      WPG             14   JUNE90    621541.634     5520741.287
       7010207      WPG             14   JUNE90    621998.254     5518794.463
       7010208      WPG             14   JUNE90    621856.196     5518791.581
       7010209      WPG             14   JUNE90    621369.156     5518782.042
       7010210      WPG             14   JUNE90    621399.981     5518782.633
       7010211      WPG             14   JUNE90    620270.121     5518761.419
       7010212      WPG             14   JUNE90    620431.767     5518764.260
       7010213      WPG             14   JUNE90    620466.351     5519662.673
       7010214      WPG             14   JUNE90    620311.101     5519669.665
       7010215      WPG             14   JUNE90    620358.945     5520731.199
       7010216      WPG             14   JUNE90    620501.452     5520724.759
       7010217      WPG             14   JUNE90    625433.825     5522631.749
       7010218      WPG             14   JUNE90    625422.607     5522599.405
       7010219      WPG             14   JUNE90    625371.655     5521230.167
       7010220      WPG             14   JUNE90    625391.202     5521215.311
       7010221      WPG             14   JUNE90    625069.848     5522570.359
       7010222      WPG             14   JUNE90    625058.577     5522537.900
       7010223      WPG             14   JUNE90    625028.904     5521241.816
       7010224      WPG             14   JUNE90    625028.124     5521221.727
       7010225      WPG             14   JUNE90    623961.515     5519234.391
       7010226      WPG             14   JUNE90    623966.996     5519002.973
       7010227      WPG             14   JUNE90    627103.279     5522160.792
       7010228      WPG             14   JUNE90    627123.012     5522219.116
       7010229      WPG             14   JUNE90    627042.272     5520286.167
       7010230      WPG             14   JUNE90    627062.431     5520348.064
       7010231      WPG             14   JUNE90    627011.272     5519490.049
       7010232      WPG             14   JUNE90    627010.511     5519520.246
       7010233      WPG             14   JUNE90    627017.984     5519520.390
       7010234      WPG             14   JUNE90    626293.376     5519505.960
       7010235      WPG             14   JUNE90    626527.402     5519510.650
       7010236      WPG             14   JUNE90    625604.698     5519265.373
       7010237      WPG             14   JUNE90    625599.127     5519492.188
       7010238      WPG             14   JUNE90    628524.714     5538991.192
       7010239      WPG             14   JUNE90    625283.071     5537355.848
       7010240      WPG             14   JUNE90    630163.996     5539029.083
       7010241      WPG             14   JUNE90    634941.275     5539260.128
       7010242      WPG             14   JUNE90    635232.240     5539266.636
       7010243      WPG             14   JUNE90    635272.994     5539207.134
       7010244      WPG             14   JUNE90    631162.899     5524630.449
       7010245      WPG             14   JUNE90    631145.032     5524605.800
       7010246      WPG             14   JUNE90    631170.659     5524981.396
       7010247      WPG             14   JUNE90    631173.818     5524984.946
       7010248      WPG             14   JUNE90    631350.194     5525183.436
       7010249      WPG             14   JUNE90    631168.928     5525378.397
       7010250      WPG             14   JUNE90    631217.415     5525427.772
       7010251      WPG             14   JUNE90    631186.962     5525407.754
       7010252      WPG             14   JUNE90    631183.460     5525295.314
       7010253      WPG             14   JUNE90    632429.862     5526105.852
       7010254      WPG             14   JUNE90    632401.155     5526131.775
       7010255      WPG             14   JUNE90    632459.858     5526094.376
       7010256      WPG             14   JUNE90    632752.119     5525502.340
       7010257      WPG             14   JUNE90    632904.199     5525585.317
       7010258      WPG             14   JUNE90    632600.057     5525419.403
       7010259      WPG             14   JUNE90    632575.167     5525826.335
       7010260      WPG             14   JUNE90    632103.086     5525970.027
       7010261      WPG             14   JUNE90    631521.135     5525592.774
       7010262      WPG             14   JUNE90    631664.311     5525329.320
       7010263      WPG             14   JUNE90    631360.891     5525163.820
       7010264      WPG             14   JUNE90    631963.420     5525492.555
       7010265      WPG             14   JUNE90    631967.966     5525495.034
       7010266      WPG             14   JUNE90    631690.213     5524919.807
       7010267      WPG             14   JUNE90    632140.419     5525166.731
       7010268      WPG             14   JUNE90    632119.747     5525577.825
       7010269      WPG             14   JUNE90    623968.006     5522413.952
       7010270      WPG             14   JUNE90    623988.232     5522417.361
       7010271      WPG             14   JUNE90    623975.823     5522355.269
       7010272      WPG             14   JUNE90    625298.314     5519259.600
       7010274      WPG             14   JUNE90    627129.229     5522949.517
       7010275      WPG             14   JUNE90    627126.880     5522886.881
       7010276      WPG             14   JUNE90    626164.708     5522792.245
       7010277      WPG             14   JUNE90    628866.503     5520830.140
       7010278      WPG             14   JUNE90    628924.689     5520812.479
       7010279      WPG             14   JUNE90    628750.537     5520834.084
       7010280      WPG             14   JUNE90    628730.416     5520834.744
       7010281      WPG             14   JUNE90    628700.369     5519942.543
       7010282      WPG             14   JUNE90    640188.738     5519706.335
       7010283      WPG             14   JUNE90    640165.477     5519908.260
       7010284      WPG             14   JUNE90    640195.318     5520364.296
       7010285      WPG             14   JUNE90    640141.486     5520362.806
       7010286      WPG             14   JUNE90    622142.654     5532352.266
       7010287      WPG             14   JUNE90    622148.741     5532120.660
       7010288      WPG             14   JUNE90    621759.358     5532115.371
       7010289      WPG             14   JUNE90    623755.000     5532391.231
       7010290      WPG             14   JUNE90    623803.109     5532392.365
       7010291      WPG             14   JUNE90    623840.653     5532423.455
       7010292      WPG             14   JUNE90    623676.010     5535676.904
       7010293      WPG             14   JUNE90    621179.348     5528833.291
       7010294      WPG             14   JUNE90    621701.344     5528898.806
       7010295      WPG             14   JUNE90    621434.916     5528865.333
       7010296      WPG             14   JUNE90    623782.809     5529160.159
       7010297      WPG             14   JUNE90    623703.768     5529150.231
       7010298      WPG             14   JUNE90    623747.568     5530604.492
       7010299      WPG             14   JUNE90    623755.039     5530845.825
       7010300      WPG             14   JUNE90    620482.615     5532360.320
       7010301      WPG             14   JUNE90    620483.349     5532330.212
       7010302      WPG             14   JUNE90    620506.269     5529878.957
       7010303      WPG             14   JUNE90    620513.408     5530050.214
       7010304      WPG             14   JUNE90    620459.896     5528767.991
       7010305      WPG             14   JUNE90    620585.871     5528775.110
       7010306      WPG             14   JUNE90    620489.287     5532098.206
       7010307      WPG             14   JUNE90    620493.681     5531926.516
       7010308      WPG             14   JUNE90    620528.497     5531669.341
       7010309      WPG             14   JUNE90    620576.933     5531433.398
       7010310      WPG             14   JUNE90    620581.220     5530732.726
       7010311      WPG             14   JUNE90    620583.775     5530755.482
       7010312      WPG             14   JUNE90    620600.734     5530906.684
       7010313      WPG             14   JUNE90    622632.291     5532364.140
       7010314      WPG             14   JUNE90    621306.648     5532340.869
       7010315      WPG             14   JUNE90    624655.354     5530707.595
       7010316      WPG             14   JUNE90    624684.491     5531647.051
       7010317      WPG             14   JUNE90    624708.393     5532414.226
       7010318      WPG             14   JUNE90    624678.747     5532413.506
       7010319      WPG             14   JUNE90    627914.479     5530848.040
       7010320      WPG             14   JUNE90    628765.163     5529206.099
       7010321      WPG             14   JUNE90    640102.937     5519797.703
       7010322      WPG             14   JUNE90    639186.091     5520337.408
       7010323      WPG             14   JUNE90    628611.504     5514317.536
       7010324      WPG             14   JUNE90    628674.950     5512726.236
       7010325      WPG             14   JUNE90    628644.836     5512725.532
       7010326      WPG             14   JUNE90    628673.329     5512806.024
       7010327      WPG             14   JUNE90    628241.456     5512716.520
       7010328      WPG             14   JUNE90    628271.510     5512717.123
       7010329      WPG             14   JUNE90    628512.341     5512676.544
       7010330      WPG             14   JUNE90    628261.701     5511913.068
       7010331      WPG             14   JUNE90    628286.699     5512113.159
       7010332      WPG             14   JUNE90    628282.646     5511079.503
       7010333      WPG             14   JUNE90    628313.579     5511042.109
       7010334      WPG             14   JUNE90    628327.346     5509914.103
       7010335      WPG             14   JUNE90    628305.963     5511345.167
       7010336      WPG             14   JUNE90    628306.878     5511310.875
       7010337      WPG             14   JUNE90    628334.776     5509255.760
       7010338      WPG             14   JUNE90    628335.063     5509224.657
       7010339      WPG             14   JUNE90    628336.418     5509086.899
       7010340      WPG             14   JUNE90    628342.411     5508465.920
       7010341      WPG             14   JUNE90    628343.747     5508321.107
       7010342      WPG             14   JUNE90    631218.205     5509972.516
       7010343      WPG             14   JUNE90    631192.051     5509957.551
       7010344      WPG             14   JUNE90    631188.405     5509961.381
       7010345      WPG             14   JUNE90    631191.898     5511143.490
       7010346      WPG             14   JUNE90    631197.945     5510875.571
       7010347      WPG             14   JUNE90    631198.040     5510867.575
       7010348      WPG             14   JUNE90    631182.167     5511559.426
       7010349      WPG             14   JUNE90    631155.901     5512684.952
       7010350      WPG             14   JUNE90    631170.024     5512081.496
       7010351      WPG             14   JUNE90    631125.732     5512684.248
       7010352      WPG             14   JUNE90    631120.039     5512935.703
       7010353      WPG             14   JUNE90    631149.153     5512986.005
       7010354      WPG             14   JUNE90    630068.289     5512328.209
       7010355      WPG             14   JUNE90    631101.848     5513733.811
       7010356      WPG             14   JUNE90    631132.103     5513729.903
       7010357      WPG             14   JUNE90    629809.387     5512248.783
       7010358      WPG             14   JUNE90    629819.818     5512355.740
       7010359      WPG             14   JUNE90    629932.239     5512358.663
       7010360      WPG             14   JUNE90    629896.835     5512229.228
       7010361      WPG             14   JUNE90    631099.849     5514201.025
       7010362      WPG             14   JUNE90    631121.620     5514190.301
       7010363      WPG             14   JUNE90    631441.694     5514397.473
       7010364      WPG             14   JUNE90    631403.411     5514267.914
       7010365      WPG             14   JUNE90    631388.622     5514248.351
       7010366      WPG             14   JUNE90    631349.587     5514203.022
       7010367      WPG             14   JUNE90    631292.009     5514142.774
       7010368      WPG             14   JUNE90    631485.841     5514700.585
       7010369      WPG             14   JUNE90    630714.660     5514256.613
       7010370      WPG             14   JUNE90    630603.360     5514331.538
       7010371      WPG             14   JUNE90    630427.153     5514369.211
       7010372      WPG             14   JUNE90    630481.587     5514370.754
       7010373      WPG             14   JUNE90    628292.641     5510277.322
       7010374      WPG             14   JUNE90    630470.881     5523170.090
       7010375      WPG             14   JUNE90    630098.799     5523162.844
       7010376      WPG             14   JUNE90    629612.326     5523062.604
       7010377      WPG             14   JUNE90    628782.586     5523135.788
       7010378      WPG             14   JUNE90    633194.775     5525392.234
       7010379      WPG             14   JUNE90    633138.621     5525251.104
       7010380      WPG             14   JUNE90    633138.692     5525288.886
       7010381      WPG             14   JUNE90    632773.272     5525107.932
       7010382      WPG             14   JUNE90    632939.943     5525199.411
       7010383      WPG             14   JUNE90    632334.684     5524869.095
       7010384      WPG             14   JUNE90    632469.300     5524942.904
       7010385      WPG             14   JUNE90    632618.948     5525023.364
       7010386      WPG             14   JUNE90    632568.561     5524765.039
       7010387      WPG             14   JUNE90    632650.975     5524617.387
       7010388      WPG             14   JUNE90    632967.744     5524691.611
       7010389      WPG             14   JUNE90    632910.334     5524529.228
       7010390      WPG             14   JUNE90    632842.132     5524622.706
       7010391      WPG             14   JUNE90    632886.814     5524583.564
       7010392      WPG             14   JUNE90    633211.991     5525544.613
       7010393      WPG             14   JUNE90    633182.374     5525544.188
       7010394      WPG             14   JUNE90    633183.682     5525553.045
       7010395      WPG             14   JUNE90    632154.443     5524438.528
       7010396      WPG             14   JUNE90    632130.375     5524133.634
       7010397      WPG             14   JUNE90    632262.781     5523891.989
       7010398      WPG             14   JUNE90    632235.256     5523935.889
       7010399      WPG             14   JUNE90    632155.618     5524081.245
       7010400      WPG             14   JUNE90    631508.170     5523800.468
       7010401      WPG             14   JUNE90    631370.261     5523761.962
       7010402      WPG             14   JUNE90    631863.903     5523901.767
       7010403      WPG             14   JUNE90    631803.288     5524012.797
       7010404      WPG             14   JUNE90    631831.152     5523997.382
       7010405      WPG             14   JUNE90    631694.242     5524206.936
       7010406      WPG             14   JUNE90    631718.168     5524199.181
       7010407      WPG             14   JUNE90    631336.149     5524330.011
       7010408      WPG             14   JUNE90    628616.939     5531888.418
       7010409      WPG             14   JUNE90    628695.638     5531912.191
       7010410      WPG             14   JUNE90    622176.024     5528885.987
       7010415      WPG             14   JUNE90    635252.779     5528598.423
       7010416      WPG             14   JUNE90    635213.249     5528691.128
       7010417      WPG             14   JUNE90    635130.440     5528893.599
       7010421      WPG             14   JUNE90    634404.452     5528894.142
       7010422      WPG             14   JUNE90    634364.898     5528986.706
       7010423      WPG             14   JUNE90    634589.663     5528973.091
       7010424      WPG             14   JUNE90    635451.349     5528653.386
       7010425      WPG             14   JUNE90    634629.188     5528880.469
       7010426      WPG             14   JUNE90    634747.529     5528602.685
       7010427      WPG             14   JUNE90    637221.822     5528811.144
       7010428      WPG             14   JUNE90    630811.245     5521985.654
       7010429      WPG             14   JUNE90    630657.662     5522068.059
       7010430      WPG             14   JUNE90    630751.407     5521450.855
       7010431      WPG             14   JUNE90    630654.773     5522186.751
       7010432      WPG             14   JUNE90    630652.339     5522286.592
       7010433      WPG             14   JUNE90    630866.469     5522291.783
       7010434      WPG             14   JUNE90    630823.170     5522190.860
       7010435      WPG             14   JUNE90    630855.964     5522722.557
       7010436      WPG             14   JUNE90    630649.931     5522385.544
       7010437      WPG             14   JUNE90    630544.384     5522579.732
       7010438      WPG             14   JUNE90    630812.824     5522389.500
       7010439      WPG             14   JUNE90    630487.547     5522495.763
       7010440      WPG             14   JUNE90    630462.367     5522635.072
       7010441      WPG             14   JUNE90    630380.132     5522690.560
       7010442      WPG             14   JUNE90    630316.139     5522746.329
       7010443      WPG             14   JUNE90    630277.564     5522702.402
       7010444      WPG             14   JUNE90    630422.399     5522753.042
       7010445      WPG             14   JUNE90    630549.885     5522764.452
       7010446      WPG             14   JUNE90    630198.752     5522708.934
       7010447      WPG             14   JUNE90    630216.651     5522603.607
       7010448      WPG             14   JUNE90    630310.263     5522870.606
       7010449      WPG             14   JUNE90    630186.262     5522752.308
       7010450      WPG             14   JUNE90    630242.853     5522713.322
       7010451      WPG             14   JUNE90    630419.843     5523023.711
       7010452      WPG             14   JUNE90    630216.626     5522519.435
       7010453      WPG             14   JUNE90    630261.830     5522434.201
       7010454      WPG             14   JUNE90    630320.447     5522394.494
       7010455      WPG             14   JUNE90    630387.400     5522457.749
       7010456      WPG             14   JUNE90    630315.512     5522506.461
       7010457      WPG             14   JUNE90    630316.662     5522611.519
       7010458      WPG             14   JUNE90    630304.895     5521766.786
       7010459      WPG             14   JUNE90    630746.193     5522474.909
       7010460      WPG             14   JUNE90    630802.311     5521676.772
       7010461      WPG             14   JUNE90    630805.538     5521493.507
       7010462      WPG             14   JUNE90    630825.886     5521410.447
       7010463      WPG             14   JUNE90    630822.661     5521308.249
       7010464      WPG             14   JUNE90    630690.522     5521147.389
       7010465      WPG             14   JUNE90    630481.574     5520970.713
       7010466      WPG             14   JUNE90    630490.638     5521047.271
       7010467      WPG             14   JUNE90    630561.612     5521098.880
       7010468      WPG             14   JUNE90    630640.982     5521170.993
       7010469      WPG             14   JUNE90    630711.501     5521252.063
       7010470      WPG             14   JUNE90    630763.018     5521325.772
       7010471      WPG             14   JUNE90    630764.207     5521363.216
       7010472      WPG             14   JUNE90    630765.436     5521401.899
       7010473      WPG             14   JUNE90    630534.120     5521391.926
       7010474      WPG             14   JUNE90    630810.262     5521723.559
       7010475      WPG             14   JUNE90    630577.245     5521638.278
       7010476      WPG             14   JUNE90    630561.753     5521549.776
       7010477      WPG             14   JUNE90    630628.870     5521360.381
       7010478      WPG             14   JUNE90    630505.617     5521218.790
       7010479      WPG             14   JUNE90    630766.289     5521819.394
       7010480      WPG             14   JUNE90    630786.517     5521902.804
       7010481      WPG             14   JUNE90    630625.252     5521910.095
       7010482      WPG             14   JUNE90    630479.841     5521655.270
       7010483      WPG             14   JUNE90    630460.007     5521661.455
       7010484      WPG             14   JUNE90    630385.526     5521690.984
       7010485      WPG             14   JUNE90    630329.609     5521649.164
       7010486      WPG             14   JUNE90    630259.235     5521504.982
       7010487      WPG             14   JUNE90    630255.357     5521482.846
       7010488      WPG             14   JUNE90    630273.305     5521386.134
       7010489      WPG             14   JUNE90    630273.921     5521285.921
       7010490      WPG             14   JUNE90    630462.880     5521558.420
       7010491      WPG             14   JUNE90    630441.257     5521434.944
       7010492      WPG             14   JUNE90    630373.665     5521381.201
       7010493      WPG             14   JUNE90    630729.028     5521631.291
       7010494      WPG             14   JUNE90    630730.160     5521542.024
       7010495      WPG             14   JUNE90    630657.362     5522080.390
       7010496      WPG             14   JUNE90    630745.447     5522188.964
       7010497      WPG             14   JUNE90    630730.271     5521989.314
       7010498      WPG             14   JUNE90    630526.015     5522097.996
       7019415      WPG             14   JUNE90    631490.258     5524414.592
       7019416      WPG             14   JUNE90    631705.760     5524532.770
       7019417      WPG             14   JUNE90    631859.830     5524617.275
       7019418      WPG             14   JUNE90    631148.942     5524180.179
       7019419      WPG             14   JUNE90    631170.179     5524117.699
       7019420      WPG             14   JUNE90    631154.134     5524146.329
       7019421      WPG             14   JUNE90    631213.884     5524262.944
       7019422      WPG             14   JUNE90    631113.492     5523687.337
       7019423      WPG             14   JUNE90    631041.689     5523682.975
       7019424      WPG             14   JUNE90    632162.682     5524783.395
       7019425      WPG             14   JUNE90    633655.767     5526419.257
       7019426      WPG             14   JUNE90    633677.930     5526545.501
       7019427      WPG             14   JUNE90    633495.203     5526331.638
       7019428      WPG             14   JUNE90    633058.459     5525677.648
       7019429      WPG             14   JUNE90    633350.369     5525847.590
       7019430      WPG             14   JUNE90    633413.315     5525865.175
       7019431      WPG             14   JUNE90    633340.036     5525824.958
       7019432      WPG             14   JUNE90    633317.247     5525858.727
       7019433      WPG             14   JUNE90    633207.848     5525752.432
       7019434      WPG             14   JUNE90    632861.961     5526385.071
       7019435      WPG             14   JUNE90    632890.686     5526481.515
       7019436      WPG             14   JUNE90    632791.733     5526625.968
       7019437      WPG             14   JUNE90    632932.169     5526481.429
       7019438      WPG             14   JUNE90    632885.023     5526397.792
       7019439      WPG             14   JUNE90    632875.714     5526473.299
       7019440      WPG             14   JUNE90    632803.883     5526597.611
       7019441      WPG             14   JUNE90    632774.000     5526162.407
       7019442      WPG             14   JUNE90    632798.985     5526172.699
       7019443      WPG             14   JUNE90    632626.686     5526081.332
       7019444      WPG             14   JUNE90    632588.212     5526060.219
       7019445      WPG             14   JUNE90    633350.174     5525979.791
       7019446      WPG             14   JUNE90    633330.916     5526014.670
       7019447      WPG             14   JUNE90    633396.119     5526050.488
       7019449      WPG             14   JUNE90    633790.127     5526896.481
       7019450      WPG             14   JUNE90    633398.995     5526506.381
       7019451      WPG             14   JUNE90    632959.935     5526718.627
       7019452      WPG             14   JUNE90    632941.988     5526708.601
       7019453      WPG             14   JUNE90    633185.756     5526842.835
       7019454      WPG             14   JUNE90    633166.935     5526832.491
       7019455      WPG             14   JUNE90    633178.416     5526858.288
       7019456      WPG             14   JUNE90    633466.976     5526997.649
       7019457      WPG             14   JUNE90    633403.885     5526962.925
       7019458      WPG             14   JUNE90    633808.833     5527205.445
       7019459      WPG             14   JUNE90    633782.996     5527171.678
       7019460      WPG             14   JUNE90    631651.728     5526097.951
       7019461      WPG             14   JUNE90    631779.632     5526173.292
       7019462      WPG             14   JUNE90    632219.901     5526225.899
       7019463      WPG             14   JUNE90    632184.948     5526257.398
       7019464      WPG             14   JUNE90    631878.387     5526597.515
       7019465      WPG             14   JUNE90    632022.952     5526560.060
       7019466      WPG             14   JUNE90    632105.719     5526365.249
       7019467      WPG             14   JUNE90    632106.254     5526424.438
       7019468      WPG             14   JUNE90    631341.186     5526318.308
       7019469      WPG             14   JUNE90    631441.394     5526344.016
       7019470      WPG             14   JUNE90    631365.977     5526271.769
       7019471      WPG             14   JUNE90    631196.906     5526280.170
       7019472      WPG             14   JUNE90    631215.707     5526335.689
       7019473      WPG             14   JUNE90    628035.244     5528437.754
       7019474      WPG             14   JUNE90    628407.997     5530860.266
       7019475      WPG             14   JUNE90    628738.626     5528449.613
       7019476      WPG             14   JUNE90    633445.201     5515683.906
       7019477      WPG             14   JUNE90    633424.617     5515695.355
       7019478      WPG             14   JUNE90    634059.764     5516176.336
       7019479      WPG             14   JUNE90    634119.912     5516071.547
       7019480      WPG             14   JUNE90    633915.020     5512112.144
       7019481      WPG             14   JUNE90    633801.664     5512352.110
       7019482      WPG             14   JUNE90    633823.650     5512376.208
       7019483      WPG             14   JUNE90    634072.699     5511849.126
       7019484      WPG             14   JUNE90    634129.524     5511616.199
       7019485      WPG             14   JUNE90    634099.712     5511605.254
       7019486      WPG             14   JUNE90    634678.670     5511405.530
       7019487      WPG             14   JUNE90    634386.788     5512254.372
       7019488      WPG             14   JUNE90    634610.443     5511894.631
       7019489      WPG             14   JUNE90    634603.421     5511912.080
       7019490      WPG             14   JUNE90    634360.283     5512222.956
       7019491      WPG             14   JUNE90    634423.016     5512142.728
       7019492      WPG             14   JUNE90    633629.932     5511530.435
       7019493      WPG             14   JUNE90    633510.989     5511557.059
       7019494      WPG             14   JUNE90    632990.028     5514159.479
       7019495      WPG             14   JUNE90    633051.183     5514194.330
       7019496      WPG             14   JUNE90    633147.890     5525313.383
       7019497      WPG             14   JUNE90    632752.338     5515240.351
       7019498      WPG             14   JUNE90    632710.644     5515262.100
       7019499      WPG             14   JUNE90    628615.817     5515440.694
       7019500      WPG             14   JUNE90    628602.773     5516005.886
       7019501      WPG             14   JUNE90    628591.235     5515198.580
       7019502      WPG             14   JUNE90    628605.849     5515872.813
       7019503      WPG             14   JUNE90    628606.447     5515843.174
       7019504      WPG             14   JUNE90    628572.675     5516005.125
       7019505      WPG             14   JUNE90    631993.291     5525086.084
       7019506      WPG             14   JUNE90    633050.312     5525029.294
       7019507      WPG             14   JUNE90    633056.096     5525032.476
       7019508      WPG             14   JUNE90    633004.208     5524811.002
       7019509      WPG             14   JUNE90    633047.274     5524932.907
       7019510      WPG             14   JUNE90    632953.746     5524783.338
       7019511      WPG             14   JUNE90    632805.649     5524337.313
       7019512      WPG             14   JUNE90    632735.401     5524465.378
       7019513      WPG             14   JUNE90    632710.751     5524510.339
       7019514      WPG             14   JUNE90    631530.132     5524343.545
       7019515      WPG             14   JUNE90    633234.984     5526188.741
       7019516      WPG             14   JUNE90    633065.085     5526496.988
       7019517      WPG             14   JUNE90    633138.820     5526363.209
       7019518      WPG             14   JUNE90    633758.120     5526704.036
       7019519      WPG             14   JUNE90    632813.340     5527005.773
       7019520      WPG             14   JUNE90    632855.546     5526906.810
       7019521      WPG             14   JUNE90    632922.480     5526943.718
       7019522      WPG             14   JUNE90    632811.970     5526656.659
       7019523      WPG             14   JUNE90    632709.010     5526826.154
       7019524      WPG             14   JUNE90    633028.418     5526919.741
       7019525      WPG             14   JUNE90    633120.263     5526961.821
       7019526      WPG             14   JUNE90    633076.835     5527042.869
       7019527      WPG             14   JUNE90    633206.196     5526967.555
       7019528      WPG             14   JUNE90    633097.876     5526958.053
       7019529      WPG             14   JUNE90    633362.291     5527073.339
       7019530      WPG             14   JUNE90    633355.611     5527050.142
